,year,county,cause,sex,age_code,N
3898,108,Taichung City,胃癌,男,60-64歲,1
3899,108,Taichung City,胃癌,男,90-94歲,1
3900,108,Taichung City,胃癌,女,55-59歲,2
3901,108,Taichung City,胃癌,女,80-84歲,1
3902,108,Taichung City,結腸、直腸和肛門癌,男,35-39歲,1
3903,108,Taichung City,結腸、直腸和肛門癌,男,50-54歲,1
3904,108,Taichung City,結腸、直腸和肛門癌,男,65-69歲,2
3905,108,Taichung City,結腸、直腸和肛門癌,男,75-79歲,2
3906,108,Taichung City,結腸、直腸和肛門癌,男,85-89歲,2
3907,108,Taichung City,結腸、直腸和肛門癌,男,90-94歲,1
3908,108,Taichung City,結腸、直腸和肛門癌,女,40-44歲,1
3909,108,Taichung City,結腸、直腸和肛門癌,女,65-69歲,1
3910,108,Taichung City,結腸、直腸和肛門癌,女,90-94歲,1
3911,108,Taichung City,肝和肝內膽管癌,男,50-54歲,1
3912,108,Taichung City,肝和肝內膽管癌,男,55-59歲,1
3913,108,Taichung City,肝和肝內膽管癌,男,60-64歲,2
3914,108,Taichung City,肝和肝內膽管癌,男,65-69歲,2
3915,108,Taichung City,肝和肝內膽管癌,男,70-74歲,1
3916,108,Taichung City,肝和肝內膽管癌,男,75-79歲,1
3917,108,Taichung City,肝和肝內膽管癌,男,80-84歲,1
3918,108,Taichung City,肝和肝內膽管癌,女,65-69歲,1
3919,108,Taichung City,肝和肝內膽管癌,女,70-74歲,1
3920,108,Taichung City,肝和肝內膽管癌,女,75-79歲,1
3921,108,Taichung City,肝和肝內膽管癌,女,80-84歲,1
3922,108,Taichung City,膽囊和其他膽道癌,男,60-64歲,1
3923,108,Taichung City,膽囊和其他膽道癌,男,75-79歲,1
3924,108,Taichung City,膽囊和其他膽道癌,男,85-89歲,1
3925,108,Taichung City,膽囊和其他膽道癌,女,50-54歲,1
3926,108,Taichung City,胰臟癌,男,50-54歲,1
3927,108,Taichung City,胰臟癌,男,60-64歲,2
3928,108,Taichung City,胰臟癌,男,65-69歲,1
3929,108,Taichung City,胰臟癌,女,65-69歲,1
3930,108,Taichung City,胰臟癌,女,85-89歲,1
3931,108,Taichung City,喉癌,男,65-69歲,1
3932,108,Taichung City,氣管、支氣管和肺癌,男,55-59歲,1
3933,108,Taichung City,氣管、支氣管和肺癌,男,60-64歲,2
3934,108,Taichung City,氣管、支氣管和肺癌,男,65-69歲,2
3935,108,Taichung City,氣管、支氣管和肺癌,男,70-74歲,3
3936,108,Taichung City,氣管、支氣管和肺癌,男,75-79歲,4
3937,108,Taichung City,氣管、支氣管和肺癌,男,80-84歲,2
3938,108,Taichung City,氣管、支氣管和肺癌,男,85-89歲,3
3939,108,Taichung City,氣管、支氣管和肺癌,男,90-94歲,2
3940,108,Taichung City,氣管、支氣管和肺癌,女,60-64歲,1
3941,108,Taichung City,氣管、支氣管和肺癌,女,65-69歲,1
3942,108,Taichung City,氣管、支氣管和肺癌,女,80-84歲,1
3943,108,Taichung City,氣管、支氣管和肺癌,女,85-89歲,1
3944,108,Taichung City,黑色素瘤和其他皮膚癌,男,70-74歲,1
3945,108,Taichung City,間皮和軟組織癌,男,40-44歲,1
3946,108,Taichung City,間皮和軟組織癌,男,85-89歲,1
3947,108,Taichung City,間皮和軟組織癌,女,90-94歲,1
3948,108,Taichung City,女性乳房癌,女,60-64歲,2
3949,108,Taichung City,女性乳房癌,女,70-74歲,1
3950,108,Taichung City,女性乳房癌,女,80-84歲,1
3951,108,Taichung City,子宮頸及部位未明示子宮癌,女,90-94歲,1
3952,108,Taichung City,子宮體癌,女,55-59歲,1
3953,108,Taichung City,子宮體癌,女,60-64歲,1
3954,108,Taichung City,卵巢癌,女,65-69歲,1
3955,108,Taichung City,卵巢癌,女,75-79歲,1
3956,108,Taichung City,前列腺(攝護腺)癌,男,65-69歲,1
3957,108,Taichung City,前列腺(攝護腺)癌,男,75-79歲,2
3958,108,Taichung City,前列腺(攝護腺)癌,男,80-84歲,4
3959,108,Taichung City,膀胱癌,男,70-74歲,1
3960,108,Taichung City,膀胱癌,男,85-89歲,2
3961,108,Taichung City,膀胱癌,男,90-94歲,1
3962,108,Taichung City,腦癌,女,75-79歲,1
3963,108,Taichung City,腦癌,女,90-94歲,1
3964,108,Taichung City,非何杰金氏淋巴瘤,男,60-64歲,1
3965,108,Taichung City,非何杰金氏淋巴瘤,男,80-84歲,2
3966,108,Taichung City,白血病,男,55-59歲,1
3967,108,Taichung City,白血病,男,65-69歲,1
3968,108,Taichung City,白血病,男,70-74歲,1
3969,108,Taichung City,其他癌症,男,50-54歲,1
3970,108,Taichung City,其他癌症,男,55-59歲,1
3971,108,Taichung City,其他癌症,女,85-89歲,1
3972,108,Taichung City,口腔癌,男,40-44歲,1
3973,108,Taichung City,口腔癌,男,50-54歲,1
3974,108,Taichung City,口腔癌,男,55-59歲,2
3975,108,Taichung City,口腔癌,男,60-64歲,3
3976,108,Taichung City,口腔癌,男,65-69歲,1
3977,108,Taichung City,口腔癌,男,70-74歲,1
3978,108,Taichung City,口腔癌,男,75-79歲,1
3979,108,Taichung City,口腔癌,男,85-89歲,1
3980,108,Taichung City,口腔癌,女,65-69歲,1
3981,108,Taichung City,主唾液腺癌,女,60-64歲,1
3982,108,Taichung City,鼻咽癌,男,80-84歲,1
3983,108,Taichung City,食道癌,男,55-59歲,3
3984,108,Taichung City,胃癌,男,45-49歲,1
3985,108,Taichung City,胃癌,男,65-69歲,1
3986,108,Taichung City,胃癌,男,70-74歲,1
3987,108,Taichung City,胃癌,男,80-84歲,2
3988,108,Taichung City,胃癌,男,90-94歲,1
3989,108,Taichung City,胃癌,女,50-54歲,1
3990,108,Taichung City,胃癌,女,70-74歲,1
3991,108,Taichung City,胃癌,女,80-84歲,1
3992,108,Taichung City,胃癌,女,95-99歲,1
3993,108,Taichung City,結腸、直腸和肛門癌,男,40-44歲,1
3994,108,Taichung City,結腸、直腸和肛門癌,男,45-49歲,1
3995,108,Taichung City,結腸、直腸和肛門癌,男,65-69歲,1
3996,108,Taichung City,結腸、直腸和肛門癌,男,70-74歲,1
3997,108,Taichung City,結腸、直腸和肛門癌,男,75-79歲,1
3998,108,Taichung City,結腸、直腸和肛門癌,男,80-84歲,1
3999,108,Taichung City,結腸、直腸和肛門癌,女,75-79歲,1
4000,108,Taichung City,結腸、直腸和肛門癌,女,80-84歲,3
4001,108,Taichung City,結腸、直腸和肛門癌,女,85-89歲,1
4002,108,Taichung City,肝和肝內膽管癌,男,40-44歲,1
4003,108,Taichung City,肝和肝內膽管癌,男,45-49歲,2
4004,108,Taichung City,肝和肝內膽管癌,男,50-54歲,1
4005,108,Taichung City,肝和肝內膽管癌,男,55-59歲,2
4006,108,Taichung City,肝和肝內膽管癌,男,60-64歲,5
4007,108,Taichung City,肝和肝內膽管癌,男,65-69歲,3
4008,108,Taichung City,肝和肝內膽管癌,男,70-74歲,2
4009,108,Taichung City,肝和肝內膽管癌,男,75-79歲,2
4010,108,Taichung City,肝和肝內膽管癌,男,80-84歲,3
4011,108,Taichung City,肝和肝內膽管癌,女,60-64歲,1
4012,108,Taichung City,肝和肝內膽管癌,女,65-69歲,1
4013,108,Taichung City,肝和肝內膽管癌,女,75-79歲,1
4014,108,Taichung City,肝和肝內膽管癌,女,80-84歲,2
4015,108,Taichung City,肝和肝內膽管癌,女,85-89歲,1
4016,108,Taichung City,胰臟癌,男,65-69歲,1
4017,108,Taichung City,胰臟癌,男,70-74歲,1
4018,108,Taichung City,胰臟癌,男,80-84歲,1
4019,108,Taichung City,胰臟癌,男,85-89歲,1
4020,108,Taichung City,胰臟癌,女,60-64歲,1
4021,108,Taichung City,胰臟癌,女,65-69歲,2
4022,108,Taichung City,氣管、支氣管和肺癌,男,35-39歲,1
4023,108,Taichung City,氣管、支氣管和肺癌,男,45-49歲,1
4024,108,Taichung City,氣管、支氣管和肺癌,男,55-59歲,3
4025,108,Taichung City,氣管、支氣管和肺癌,男,60-64歲,2
4026,108,Taichung City,氣管、支氣管和肺癌,男,65-69歲,4
4027,108,Taichung City,氣管、支氣管和肺癌,男,70-74歲,5
4028,108,Taichung City,氣管、支氣管和肺癌,男,75-79歲,1
4029,108,Taichung City,氣管、支氣管和肺癌,男,80-84歲,1
4030,108,Taichung City,氣管、支氣管和肺癌,男,85-89歲,1
4031,108,Taichung City,氣管、支氣管和肺癌,女,40-44歲,1
4032,108,Taichung City,氣管、支氣管和肺癌,女,50-54歲,2
4033,108,Taichung City,氣管、支氣管和肺癌,女,60-64歲,1
4034,108,Taichung City,氣管、支氣管和肺癌,女,70-74歲,1
4035,108,Taichung City,氣管、支氣管和肺癌,女,75-79歲,2
4036,108,Taichung City,氣管、支氣管和肺癌,女,80-84歲,2
4037,108,Taichung City,黑色素瘤和其他皮膚癌,男,45-49歲,1
4038,108,Taichung City,黑色素瘤和其他皮膚癌,男,70-74歲,2
4039,108,Taichung City,黑色素瘤和其他皮膚癌,男,75-79歲,1
4040,108,Taichung City,黑色素瘤和其他皮膚癌,女,75-79歲,1
4041,108,Taichung City,間皮和軟組織癌,男,75-79歲,1
4042,108,Taichung City,女性乳房癌,女,40-44歲,1
4043,108,Taichung City,女性乳房癌,女,60-64歲,2
4044,108,Taichung City,女性乳房癌,女,75-79歲,1
4045,108,Taichung City,女性乳房癌,女,90-94歲,1
4046,108,Taichung City,子宮體癌,女,55-59歲,1
4047,108,Taichung City,子宮體癌,女,70-74歲,1
4048,108,Taichung City,卵巢癌,女,20-24歲,1
4049,108,Taichung City,卵巢癌,女,50-54歲,1
4050,108,Taichung City,卵巢癌,女,70-74歲,1
4051,108,Taichung City,前列腺(攝護腺)癌,男,85-89歲,1
4052,108,Taichung City,膀胱癌,男,95-99歲,1
4053,108,Taichung City,腦癌,女,10-14歲,1
4054,108,Taichung City,非何杰金氏淋巴瘤,男,70-74歲,1
4055,108,Taichung City,非何杰金氏淋巴瘤,女,60-64歲,1
4056,108,Taichung City,非何杰金氏淋巴瘤,女,80-84歲,1
4057,108,Taichung City,白血病,男,70-74歲,1
4058,108,Taichung City,白血病,女,10-14歲,1
4059,108,Taichung City,其他癌症,男,75-79歲,3
4060,108,Taichung City,其他癌症,女,30-34歲,1
4061,108,Taichung City,其他癌症,女,70-74歲,2
4062,108,Taichung City,其他癌症,女,80-84歲,3
4063,108,Taichung City,口腔癌,男,35-39歲,1
4064,108,Taichung City,口腔癌,男,45-49歲,1
4065,108,Taichung City,口腔癌,男,50-54歲,2
4066,108,Taichung City,口腔癌,男,55-59歲,4
4067,108,Taichung City,口腔癌,男,70-74歲,1
4068,108,Taichung City,口腔癌,男,85-89歲,2
4069,108,Taichung City,口腔癌,女,70-74歲,1
4070,108,Taichung City,主唾液腺癌,男,55-59歲,1
4071,108,Taichung City,鼻咽癌,男,45-49歲,1
4072,108,Taichung City,鼻咽癌,女,60-64歲,1
4073,108,Taichung City,食道癌,男,40-44歲,1
4074,108,Taichung City,食道癌,男,45-49歲,1
4075,108,Taichung City,食道癌,男,50-54歲,1
4076,108,Taichung City,食道癌,男,55-59歲,1
4077,108,Taichung City,食道癌,男,70-74歲,1
4078,108,Taichung City,食道癌,男,75-79歲,1
4079,108,Taichung City,胃癌,男,75-79歲,1
4080,108,Taichung City,胃癌,男,80-84歲,1
4081,108,Taichung City,胃癌,男,90-94歲,2
4082,108,Taichung City,胃癌,女,60-64歲,1
4083,108,Taichung City,小腸癌,男,85-89歲,1
4084,108,Taichung City,結腸、直腸和肛門癌,男,60-64歲,1
4085,108,Taichung City,結腸、直腸和肛門癌,男,65-69歲,2
4086,108,Taichung City,結腸、直腸和肛門癌,男,70-74歲,2
4087,108,Taichung City,結腸、直腸和肛門癌,男,80-84歲,4
4088,108,Taichung City,結腸、直腸和肛門癌,男,85-89歲,1
4089,108,Taichung City,結腸、直腸和肛門癌,女,60-64歲,1
4090,108,Taichung City,結腸、直腸和肛門癌,女,65-69歲,1
4091,108,Taichung City,結腸、直腸和肛門癌,女,70-74歲,3
4092,108,Taichung City,結腸、直腸和肛門癌,女,80-84歲,1
4093,108,Taichung City,結腸、直腸和肛門癌,女,85-89歲,4
4094,108,Taichung City,肝和肝內膽管癌,男,35-39歲,1
4095,108,Taichung City,肝和肝內膽管癌,男,55-59歲,3
4096,108,Taichung City,肝和肝內膽管癌,男,60-64歲,1
4097,108,Taichung City,肝和肝內膽管癌,男,65-69歲,1
4098,108,Taichung City,肝和肝內膽管癌,男,70-74歲,1
4099,108,Taichung City,肝和肝內膽管癌,男,75-79歲,3
4100,108,Taichung City,肝和肝內膽管癌,男,80-84歲,1
4101,108,Taichung City,肝和肝內膽管癌,男,85-89歲,1
4102,108,Taichung City,肝和肝內膽管癌,男,90-94歲,1
4103,108,Taichung City,肝和肝內膽管癌,女,60-64歲,1
4104,108,Taichung City,肝和肝內膽管癌,女,70-74歲,1
4105,108,Taichung City,肝和肝內膽管癌,女,75-79歲,1
4106,108,Taichung City,肝和肝內膽管癌,女,80-84歲,1
4107,108,Taichung City,肝和肝內膽管癌,女,90-94歲,1
4108,108,Taichung City,膽囊和其他膽道癌,女,55-59歲,1
4109,108,Taichung City,膽囊和其他膽道癌,女,65-69歲,1
4110,108,Taichung City,膽囊和其他膽道癌,女,75-79歲,1
4111,108,Taichung City,胰臟癌,女,80-84歲,1
4112,108,Taichung City,胰臟癌,女,85-89歲,1
4113,108,Taichung City,喉癌,男,55-59歲,1
4114,108,Taichung City,喉癌,男,65-69歲,1
4115,108,Taichung City,喉癌,男,90-94歲,1
4116,108,Taichung City,喉癌,女,75-79歲,1
4117,108,Taichung City,氣管、支氣管和肺癌,男,50-54歲,1
4118,108,Taichung City,氣管、支氣管和肺癌,男,55-59歲,2
4119,108,Taichung City,氣管、支氣管和肺癌,男,60-64歲,1
4120,108,Taichung City,氣管、支氣管和肺癌,男,65-69歲,3
4121,108,Taichung City,氣管、支氣管和肺癌,男,70-74歲,6
4122,108,Taichung City,氣管、支氣管和肺癌,男,80-84歲,4
4123,108,Taichung City,氣管、支氣管和肺癌,男,85-89歲,2
4124,108,Taichung City,氣管、支氣管和肺癌,男,90-94歲,1
4125,108,Taichung City,氣管、支氣管和肺癌,女,50-54歲,1
4126,108,Taichung City,氣管、支氣管和肺癌,女,60-64歲,1
4127,108,Taichung City,骨和關節軟骨癌,女,85-89歲,1
4128,108,Taichung City,黑色素瘤和其他皮膚癌,女,80-84歲,1
4129,108,Taichung City,女性乳房癌,女,40-44歲,1
4130,108,Taichung City,女性乳房癌,女,50-54歲,1
4131,108,Taichung City,女性乳房癌,女,55-59歲,1
4132,108,Taichung City,女性乳房癌,女,60-64歲,2
4133,108,Taichung City,女性乳房癌,女,75-79歲,1
4134,108,Taichung City,女性乳房癌,女,95-99歲,1
4135,108,Taichung City,子宮頸及部位未明示子宮癌,女,40-44歲,1
4136,108,Taichung City,子宮頸及部位未明示子宮癌,女,50-54歲,2
4137,108,Taichung City,子宮頸及部位未明示子宮癌,女,60-64歲,1
4138,108,Taichung City,子宮頸及部位未明示子宮癌,女,70-74歲,1
4139,108,Taichung City,子宮頸及部位未明示子宮癌,女,75-79歲,1
4140,108,Taichung City,前列腺(攝護腺)癌,男,65-69歲,2
4141,108,Taichung City,前列腺(攝護腺)癌,男,75-79歲,1
4142,108,Taichung City,前列腺(攝護腺)癌,男,80-84歲,1
4143,108,Taichung City,前列腺(攝護腺)癌,男,85-89歲,1
4144,108,Taichung City,腎臟癌,男,70-74歲,1
4145,108,Taichung City,腦癌,男,65-69歲,1
4146,108,Taichung City,腦癌,女,75-79歲,1
4147,108,Taichung City,非何杰金氏淋巴瘤,男,60-64歲,1
4148,108,Taichung City,非何杰金氏淋巴瘤,男,85-89歲,1
4149,108,Taichung City,白血病,男,40-44歲,1
4150,108,Taichung City,白血病,男,75-79歲,1
4151,108,Taichung City,其他癌症,男,65-69歲,1
4152,108,Taichung City,其他癌症,男,75-79歲,1
4153,108,Taichung City,其他癌症,女,75-79歲,1
4154,108,Taichung City,其他癌症,女,80-84歲,1
4155,108,Taichung City,其他癌症,女,85-89歲,1
4156,108,Taichung City,口腔癌,男,40-44歲,1
4157,108,Taichung City,口腔癌,男,45-49歲,1
4158,108,Taichung City,口腔癌,男,50-54歲,3
4159,108,Taichung City,口腔癌,男,55-59歲,6
4160,108,Taichung City,口腔癌,男,60-64歲,5
4161,108,Taichung City,口腔癌,男,65-69歲,3
4162,108,Taichung City,口腔癌,男,85-89歲,1
4163,108,Taichung City,主唾液腺癌,男,65-69歲,1
4164,108,Taichung City,主唾液腺癌,女,15-19歲,1
4165,108,Taichung City,鼻咽癌,男,50-54歲,2
4166,108,Taichung City,鼻咽癌,男,70-74歲,2
4167,108,Taichung City,鼻咽癌,男,85-89歲,1
4168,108,Taichung City,鼻咽癌,女,55-59歲,1
4169,108,Taichung City,食道癌,男,40-44歲,2
4170,108,Taichung City,食道癌,男,45-49歲,2
4171,108,Taichung City,食道癌,男,50-54歲,2
4172,108,Taichung City,食道癌,男,55-59歲,4
4173,108,Taichung City,食道癌,男,60-64歲,4
4174,108,Taichung City,食道癌,男,65-69歲,3
4175,108,Taichung City,食道癌,男,70-74歲,2
4176,108,Taichung City,食道癌,男,75-79歲,1
4177,108,Taichung City,食道癌,女,55-59歲,1
4178,108,Taichung City,食道癌,女,75-79歲,2
4179,108,Taichung City,食道癌,女,80-84歲,1
4180,108,Taichung City,胃癌,男,35-39歲,1
4181,108,Taichung City,胃癌,男,45-49歲,1
4182,108,Taichung City,胃癌,男,55-59歲,1
4183,108,Taichung City,胃癌,男,65-69歲,2
4184,108,Taichung City,胃癌,男,85-89歲,1
4185,108,Taichung City,胃癌,女,55-59歲,1
4186,108,Taichung City,胃癌,女,80-84歲,2
4187,108,Taichung City,結腸、直腸和肛門癌,男,40-44歲,1
4188,108,Taichung City,結腸、直腸和肛門癌,男,45-49歲,1
4189,108,Taichung City,結腸、直腸和肛門癌,男,50-54歲,1
4190,108,Taichung City,結腸、直腸和肛門癌,男,60-64歲,4
4191,108,Taichung City,結腸、直腸和肛門癌,男,65-69歲,3
4192,108,Taichung City,結腸、直腸和肛門癌,男,75-79歲,1
4193,108,Taichung City,結腸、直腸和肛門癌,男,80-84歲,1
4194,108,Taichung City,結腸、直腸和肛門癌,男,85-89歲,1
4195,108,Taichung City,結腸、直腸和肛門癌,男,90-94歲,3
4196,108,Taichung City,結腸、直腸和肛門癌,女,30-34歲,1
4197,108,Taichung City,結腸、直腸和肛門癌,女,45-49歲,3
4198,108,Taichung City,結腸、直腸和肛門癌,女,50-54歲,2
4199,108,Taichung City,結腸、直腸和肛門癌,女,55-59歲,1
4200,108,Taichung City,結腸、直腸和肛門癌,女,60-64歲,1
4201,108,Taichung City,結腸、直腸和肛門癌,女,70-74歲,1
4202,108,Taichung City,結腸、直腸和肛門癌,女,75-79歲,3
4203,108,Taichung City,結腸、直腸和肛門癌,女,80-84歲,2
4204,108,Taichung City,結腸、直腸和肛門癌,女,85-89歲,2
4205,108,Taichung City,結腸、直腸和肛門癌,女,90-94歲,2
4206,108,Taichung City,肝和肝內膽管癌,男,45-49歲,1
4207,108,Taichung City,肝和肝內膽管癌,男,50-54歲,2
4208,108,Taichung City,肝和肝內膽管癌,男,55-59歲,6
4209,108,Taichung City,肝和肝內膽管癌,男,60-64歲,8
4210,108,Taichung City,肝和肝內膽管癌,男,65-69歲,14
4211,108,Taichung City,肝和肝內膽管癌,男,70-74歲,2
4212,108,Taichung City,肝和肝內膽管癌,男,75-79歲,4
4213,108,Taichung City,肝和肝內膽管癌,男,80-84歲,4
4214,108,Taichung City,肝和肝內膽管癌,男,85-89歲,4
4215,108,Taichung City,肝和肝內膽管癌,男,90-94歲,2
4216,108,Taichung City,肝和肝內膽管癌,女,45-49歲,1
4217,108,Taichung City,肝和肝內膽管癌,女,55-59歲,1
4218,108,Taichung City,肝和肝內膽管癌,女,65-69歲,3
4219,108,Taichung City,肝和肝內膽管癌,女,70-74歲,2
4220,108,Taichung City,肝和肝內膽管癌,女,75-79歲,1
4221,108,Taichung City,肝和肝內膽管癌,女,80-84歲,3
4222,108,Taichung City,肝和肝內膽管癌,女,85-89歲,1
4223,108,Taichung City,膽囊和其他膽道癌,男,50-54歲,1
4224,108,Taichung City,膽囊和其他膽道癌,男,55-59歲,1
4225,108,Taichung City,膽囊和其他膽道癌,男,70-74歲,2
4226,108,Taichung City,膽囊和其他膽道癌,女,60-64歲,1
4227,108,Taichung City,膽囊和其他膽道癌,女,75-79歲,1
4228,108,Taichung City,胰臟癌,男,45-49歲,1
4229,108,Taichung City,胰臟癌,男,60-64歲,1
4230,108,Taichung City,胰臟癌,男,65-69歲,2
4231,108,Taichung City,胰臟癌,男,70-74歲,2
4232,108,Taichung City,胰臟癌,男,75-79歲,1
4233,108,Taichung City,胰臟癌,男,90-94歲,1
4234,108,Taichung City,胰臟癌,女,50-54歲,1
4235,108,Taichung City,胰臟癌,女,55-59歲,1
4236,108,Taichung City,胰臟癌,女,70-74歲,1
4237,108,Taichung City,胰臟癌,女,85-89歲,1
4238,108,Taichung City,胰臟癌,女,90-94歲,1
4239,108,Taichung City,氣管、支氣管和肺癌,男,30-34歲,1
4240,108,Taichung City,氣管、支氣管和肺癌,男,35-39歲,1
4241,108,Taichung City,氣管、支氣管和肺癌,男,40-44歲,1
4242,108,Taichung City,氣管、支氣管和肺癌,男,45-49歲,3
4243,108,Taichung City,氣管、支氣管和肺癌,男,50-54歲,2
4244,108,Taichung City,氣管、支氣管和肺癌,男,55-59歲,5
4245,108,Taichung City,氣管、支氣管和肺癌,男,60-64歲,9
4246,108,Taichung City,氣管、支氣管和肺癌,男,65-69歲,6
4247,108,Taichung City,氣管、支氣管和肺癌,男,70-74歲,7
4248,108,Taichung City,氣管、支氣管和肺癌,男,75-79歲,4
4249,108,Taichung City,氣管、支氣管和肺癌,男,80-84歲,3
4250,108,Taichung City,氣管、支氣管和肺癌,男,85-89歲,2
4251,108,Taichung City,氣管、支氣管和肺癌,男,90-94歲,1
4252,108,Taichung City,氣管、支氣管和肺癌,女,50-54歲,1
4253,108,Taichung City,氣管、支氣管和肺癌,女,55-59歲,2
4254,108,Taichung City,氣管、支氣管和肺癌,女,60-64歲,3
4255,108,Taichung City,氣管、支氣管和肺癌,女,65-69歲,3
4256,108,Taichung City,氣管、支氣管和肺癌,女,70-74歲,1
4257,108,Taichung City,氣管、支氣管和肺癌,女,75-79歲,1
4258,108,Taichung City,氣管、支氣管和肺癌,女,80-84歲,4
4259,108,Taichung City,氣管、支氣管和肺癌,女,85-89歲,3
4260,108,Taichung City,胸腺癌,男,60-64歲,1
4261,108,Taichung City,胸腺癌,女,50-54歲,1
4262,108,Taichung City,骨和關節軟骨癌,女,60-64歲,1
4263,108,Taichung City,黑色素瘤和其他皮膚癌,男,85-89歲,1
4264,108,Taichung City,黑色素瘤和其他皮膚癌,女,75-79歲,1
4265,108,Taichung City,間皮和軟組織癌,男,55-59歲,1
4266,108,Taichung City,女性乳房癌,女,35-39歲,1
4267,108,Taichung City,女性乳房癌,女,40-44歲,1
4268,108,Taichung City,女性乳房癌,女,45-49歲,2
4269,108,Taichung City,女性乳房癌,女,50-54歲,5
4270,108,Taichung City,女性乳房癌,女,55-59歲,7
4271,108,Taichung City,女性乳房癌,女,60-64歲,3
4272,108,Taichung City,女性乳房癌,女,65-69歲,1
4273,108,Taichung City,女性乳房癌,女,85-89歲,1
4274,108,Taichung City,女性乳房癌,女,90-94歲,1
4275,108,Taichung City,子宮頸及部位未明示子宮癌,女,40-44歲,1
4276,108,Taichung City,子宮頸及部位未明示子宮癌,女,55-59歲,3
4277,108,Taichung City,子宮頸及部位未明示子宮癌,女,70-74歲,1
4278,108,Taichung City,子宮體癌,女,55-59歲,1
4279,108,Taichung City,子宮體癌,女,80-84歲,1
4280,108,Taichung City,卵巢癌,女,40-44歲,1
4281,108,Taichung City,卵巢癌,女,45-49歲,1
4282,108,Taichung City,卵巢癌,女,60-64歲,1
4283,108,Taichung City,卵巢癌,女,65-69歲,2
4284,108,Taichung City,卵巢癌,女,70-74歲,1
4285,108,Taichung City,前列腺(攝護腺)癌,男,65-69歲,1
4286,108,Taichung City,前列腺(攝護腺)癌,男,70-74歲,2
4287,108,Taichung City,前列腺(攝護腺)癌,男,80-84歲,2
4288,108,Taichung City,前列腺(攝護腺)癌,男,85-89歲,3
4289,108,Taichung City,前列腺(攝護腺)癌,男,90-94歲,1
4290,108,Taichung City,前列腺(攝護腺)癌,男,95-99歲,1
4291,108,Taichung City,腎臟癌,男,35-39歲,1
4292,108,Taichung City,腎臟癌,男,55-59歲,1
4293,108,Taichung City,腎臟癌,男,60-64歲,1
4294,108,Taichung City,腎臟癌,男,90-94歲,1
4295,108,Taichung City,腎臟癌,女,65-69歲,1
4296,108,Taichung City,膀胱癌,男,75-79歲,2
4297,108,Taichung City,膀胱癌,男,85-89歲,1
4298,108,Taichung City,膀胱癌,女,30-34歲,1
4299,108,Taichung City,膀胱癌,女,80-84歲,1
4300,108,Taichung City,腦癌,男,40-44歲,1
4301,108,Taichung City,腦癌,男,60-64歲,2
4302,108,Taichung City,腦癌,男,65-69歲,1
4303,108,Taichung City,腦癌,女,10-14歲,2
4304,108,Taichung City,腦癌,女,65-69歲,1
4305,108,Taichung City,甲狀腺癌,男,55-59歲,1
4306,108,Taichung City,非何杰金氏淋巴瘤,男,45-49歲,1
4307,108,Taichung City,非何杰金氏淋巴瘤,男,50-54歲,1
4308,108,Taichung City,非何杰金氏淋巴瘤,男,55-59歲,2
4309,108,Taichung City,非何杰金氏淋巴瘤,男,75-79歲,1
4310,108,Taichung City,非何杰金氏淋巴瘤,男,80-84歲,2
4311,108,Taichung City,非何杰金氏淋巴瘤,女,55-59歲,1
4312,108,Taichung City,白血病,男,5-9歲,1
4313,108,Taichung City,白血病,男,55-59歲,2
4314,108,Taichung City,白血病,男,80-84歲,1
4315,108,Taichung City,白血病,女,30-34歲,1
4316,108,Taichung City,白血病,女,45-49歲,1
4317,108,Taichung City,白血病,女,60-64歲,1
4318,108,Taichung City,白血病,女,65-69歲,2
4319,108,Taichung City,白血病,女,70-74歲,1
4320,108,Taichung City,白血病,女,80-84歲,1
4321,108,Taichung City,其他癌症,男,50-54歲,3
4322,108,Taichung City,其他癌症,男,55-59歲,2
4323,108,Taichung City,其他癌症,男,60-64歲,2
4324,108,Taichung City,其他癌症,男,65-69歲,1
4325,108,Taichung City,其他癌症,男,80-84歲,1
4326,108,Taichung City,其他癌症,女,30-34歲,1
4327,108,Taichung City,其他癌症,女,60-64歲,2
4328,108,Taichung City,其他癌症,女,65-69歲,2
4329,108,Taichung City,其他癌症,女,70-74歲,1
4330,108,Taichung City,其他癌症,女,80-84歲,2
4331,108,Taichung City,其他癌症,女,85-89歲,3
4332,108,Taichung City,口腔癌,男,35-39歲,1
4333,108,Taichung City,口腔癌,男,45-49歲,2
4334,108,Taichung City,口腔癌,男,50-54歲,4
4335,108,Taichung City,口腔癌,男,55-59歲,3
4336,108,Taichung City,口腔癌,男,60-64歲,5
4337,108,Taichung City,口腔癌,男,65-69歲,4
4338,108,Taichung City,口腔癌,男,70-74歲,2
4339,108,Taichung City,口腔癌,男,75-79歲,1
4340,108,Taichung City,口腔癌,男,85-89歲,2
4341,108,Taichung City,口腔癌,男,90-94歲,1
4342,108,Taichung City,口腔癌,女,60-64歲,1
4343,108,Taichung City,口腔癌,女,65-69歲,2
4344,108,Taichung City,口腔癌,女,75-79歲,1
4345,108,Taichung City,鼻咽癌,男,35-39歲,1
4346,108,Taichung City,鼻咽癌,男,55-59歲,1
4347,108,Taichung City,鼻咽癌,男,60-64歲,1
4348,108,Taichung City,鼻咽癌,男,65-69歲,1
4349,108,Taichung City,鼻咽癌,男,75-79歲,3
